Sub-Event Matches
German Open Bayreuth 2001


Year	Event	Player A	Player B	Player X	Player Y	Sub-event	Stage	Round	Result	Games	Winner	Winner
2001	German Open Bayreuth 2001	KUSZAJ Iwona (POL)		KRAMER Tanja (GER)		WS	Main Draw	R64	2 - 4	9:11 5:11 13:11 9:11 11:9 5:11	KRAMER Tanja	
2001	German Open Bayreuth 2001	FAZEKAS Maria (HUN)		HAN Kwangsun (KOR)		WS	Main Draw	R64	4 - 1	11:7 11:9 9:11 11:7 16:14	FAZEKAS Maria	
2001	German Open Bayreuth 2001	CIGANKOVA Nataliya (BLR)		TOTH Krisztina (HUN)		WS	Main Draw	R64	0 - 4	10:12 9:11 8:11 8:11	TOTH Krisztina	
2001	German Open Bayreuth 2001	BATORFI Csilla (HUN)		DERMASTIJA Petra (SLO)		WS	Main Draw	R64	4 - 0	12:10 11:7 11:6 11:3	BATORFI Csilla	
2001	German Open Bayreuth 2001	NEGRISOLI Laura (ITA)		PAVLOVICH Veronika (BLR)		WS	Main Draw	R64	4 - 1	11:9 10:12 11:9 11:2 11:9	NEGRISOLI Laura	
2001	German Open Bayreuth 2001	MELNIK Galina (RUS)		ROHR Meike (GER)		WS	Main Draw	R64	4 - 1	9:11 11:8 11:4 11:6 11:5	MELNIK Galina	
2001	German Open Bayreuth 2001	MOLNAR Cornelia (CRO)		SVENSSON Asa (SWE)		WS	Main Draw	R64	2 - 4	11:6 7:11 8:11 11:5 5:11 14:16	SVENSSON Asa	
2001	German Open Bayreuth 2001	SCHOPP Jie (GER)		HERCZIG Judit (AUT)		WS	Main Draw	R64	4 - 0	11:1 11:0 11:4 11:4	SCHOPP Jie	
2001	German Open Bayreuth 2001	MOLNAR Zita (HUN)		ZAMFIR Adriana (ROU)		WS	Main Draw	R64	1 - 4	5:11 6:11 6:11 11:9 7:11	ZAMFIR Adriana	
2001	German Open Bayreuth 2001	DOBESOVA Jana (CZE)		LEE Hyangmi (KOR)		WS	Main Draw	R64	4 - 2	11:2 7:11 11:4 11:8 6:11 11:7	DOBESOVA Jana	
2001	German Open Bayreuth 2001	JONSSON Susanne (SWE)		LIU Jia (AUT)		WS	Main Draw	R64	0 - 4	4:11 8:11 6:11 8:11	LIU Jia	
2001	German Open Bayreuth 2001	RYU Jihae (KOR)		VACHOVCOVA Alena (CZE)		WS	Main Draw	R64	4 - 2	12:14 9:11 11:2 11:6 11:3 11:2	RYU Jihae	
2001	German Open Bayreuth 2001	NTOULAKI Ekaterina (GRE)		BOILEAU Anne (FRA)		WS	Main Draw	R64	0 - 4	10:12 8:11 5:11 2:11	BOILEAU Anne	
2001	German Open Bayreuth 2001	LOGATZKAYA Tatyana (BLR)		VACENOVSKA Iveta (CZE)		WS	Main Draw	R64	4 - 2	7:11 11:8 6:11 11:5 18:16 11:9	LOGATZKAYA Tatyana	
2001	German Open Bayreuth 2001	NIKOULAE Laoura-Ioulia (GRE)		STRUSE Nicole (GER)		WS	Main Draw	R64	0 - 4	8:11 1:11 9:11 3:11	STRUSE Nicole	
2001	German Open Bayreuth 2001	NEMES Olga (ROU)		VOLAKAKI Archontoula (GRE)		WS	Main Draw	R64	4 - 2	11:7 11:4 6:11 11:2 8:11 11:3	NEMES Olga	
2001	German Open Bayreuth 2001	UNTEA Cristina (ROU)		KOSTROMINA Tatyana (1973) (BLR)		WS	Main Draw	R64	0 - 4	9:11 3:11 5:11 4:11	KOSTROMINA Tatyana (1973)	
2001	German Open Bayreuth 2001	ODOROVA Eva (SVK)		URBAN Alexandra (GER)		WS	Main Draw	R64	4 - 0	11:2 11:1 11:9 11:4	ODOROVA Eva	
2001	German Open Bayreuth 2001	STEFANOVA Nikoleta (ITA)		KIM Mookyo (KOR)		WS	Main Draw	R64	2 - 4	6:11 11:5 13:11 7:11 5:11 9:11	KIM Mookyo	
2001	German Open Bayreuth 2001	LEE Eunsil (KOR)		GOBEL Jessica (GER)		WS	Main Draw	R64	4 - 2	11:5 7:11 9:11 11:8 11:8 11:7	LEE Eunsil	
2001	German Open Bayreuth 2001	GANINA Svetlana (RUS)		BENTSEN Eldijana (CRO)		WS	Main Draw	R64	4 - 0	11:5 11:5 11:4 11:8	GANINA Svetlana	
2001	German Open Bayreuth 2001	KIM Kyungha (KOR)		SCHNEIDER Katharina (GER)		WS	Main Draw	R64	4 - 0	11:5 11:3 14:12 11:5	KIM Kyungha	
2001	German Open Bayreuth 2001	WANG Yu (YOB=1981) (ITA)		BADESCU Otilia (ROU)		WS	Main Draw	R64	0 - 4	10:12 5:11 6:11 5:11	BADESCU Otilia	
2001	German Open Bayreuth 2001	KIM Bokrae (KOR)		DEMIENOVA Zuzana (SVK)		WS	Main Draw	R64	4 - 2	11:8 11:9 7:11 11:4 9:11 11:7	KIM Bokrae	
2001	German Open Bayreuth 2001	STEFANSKA Kinga (POL)		ELLO Vivien (HUN)		WS	Main Draw	R64	2 - 4	11:13 2:11 13:15 11:9 11:7 6:11	ELLO Vivien	
2001	German Open Bayreuth 2001	PASKAUSKIENE Ruta (LTU)		PIETKIEWICZ Monika (POL)		WS	Main Draw	R64	4 - 1	11:4 11:6 11:6 9:11 11:5	PASKAUSKIENE Ruta
